LP-1 -0.26537557774 0.751300090253 1
U266B1 0.0217411062238 0.00938345181546 1
RPMI-8226 -0.0507481932759 0.159505050574 1
OPM-2 0.00344992933762 0.187840300155 1
MM1-S 0.315458941121 0.343308672232 1
SW872 -0.115324808344 0.0605955535533 1
COLO-205 -0.298570331296 0.0662398441167 1
WM35 0.193774065559 0.988451590583 1
WM115 0.031768921497 0.698011641632 1
AMO1 0.305332933307 -0.851065034405 0
THP-1 -0.200693021844 -0.287863050358 0
HL-60 0.249808937794 -0.143693883394 0
LNCaP-clone-FGC -0.17078590831 -0.92912609741 0
PC-3 -0.223766738996 0.0 0
DU145 0.115324808344 -0.165764767772 0
NCI-H460 -0.456306598362 -0.795697839088 0
NCI-H520 -0.177783819488 -0.222160058908 0
A-549 -0.232557332427 -0.666170809338 0
HCT-116 0.0392207130428 -0.929140376217 0
HT-29 -0.233065753064 -0.731944920542 0
SW480 -0.386113092539 -0.279144578091 0
SW620 -0.10077253388 -0.191933823961 0
A-375 0.136739605916 -0.113422068101 0
U-251MG -0.657909589116 -0.186365216759 0
LN-229 -0.137597508509 -0.989799070789 0
T98G -0.722250566409 -0.989439383645 0
SK-OV-3 0.0908101537818 -0.0846432509203 0
OVCAR-3 -0.441852269829 -0.38561915975 0
A2780 -0.290333555892 -0.138106403899 0
MDA-MB-468 -0.152781075769 -0.30594965947 0
Hep-G2-C3A 0.123706150807 0.726129259369 1
BT-474 -0.0540977017757 0.841782244325 1
MDA-MB-453 -0.0224302667499 0.0 1
JIMT-1 -0.205259401191 0.93254440077 1
BT-549 -0.346625840444 0.699181316929 1
FaDu 0.0371567731789 0.989925338789 1
CAL-27 -0.321475026283 0.0207120459001 1
A-172 -0.031316317522 -0.989392301114 0
MDA-MB-231 -0.128174237567 -0.989337980685 0
T-47D 0.0244958131189 -0.72255137911 0
MCF-7 -0.0784615186675 -0.804251400337 0
SU-DHL-6 0.327654990266 -0.820690349801 0
SU-DHL-4 -0.327661505582 -0.220944762414 0
ME-180 0.184415695491 -0.741337824903 0
